"N0" "N1" "N2" "N3" "N4" "N5" "N6" "N7" "N8" "N9" "N10" "N11" "N12" "N13"
"1" 0.0100477971347974 0.00233888846835645 0.00433145266043067 0.0178652306872104 0.00284128049443162 0.00937995938167013 0.0161669702291157 0.0101139695135519 0.00185346309490529 0.00472559914193589 0.00583081052919645 0.0141789971267517 0.00167985534306238 0.00294455046139974
"2" 0.0160112252661177 0.00603744179334076 0.0148302194712279 0.0129383289083739 0.00239174245081448 0.0144665025545733 0.0179911446354312 0.0184460598341763 0.00431449761975719 0.00454884345279072 0.0190947206897103 0.0180904879742452 0.00295298121711125 0.0529970882409236
"3" 0.00528882217919927 0.000369615658116116 0.00065711618103902 0.00171407594101065 0.000223162298479011 0.000848253754501664 0.00224215504589143 0.000726534557978129 0.000373661084813299 0.000899826983953189 0.000636249765300804 0.0128406989466676 0.00283361891721838 0.000204200082036665
"4" 0.00633555200811307 0.0100367092617068 0.0131277619202124 0.00770169118636363 0.021966734690656 0.00379916941551844 0.0145553414174684 0.0141966525908043 0.00125545475915393 0.00565854242696339 0.00818448473231898 0.0104303241089954 0.00252369668164344 0.000130809594502265
"5" 0.00950785373069013 0.00253686681201745 0.0174329338237838 0.0131327266144933 0.00899787894128089 0.00282102041541927 0.00820127313226732 0.0100036827393083 0.00171540245125534 0.00530784793404145 0.0371090406920777 0.00472424025931046 0.00110078031222376 0.0081911341798605
"6" 0.0111231554039007 0.00128671518916453 0.00967042181943385 0.00569816784028055 0.00259521130321796 0.00177281676935515 0.00479674481338444 0.0148486780051483 0.000729113142288603 0.00183197926447644 0.0380888099443359 0.0124247453460793 0.00176748591806285 0.00457950360123646
"7" 0.00330627890053106 0.000321860623982329 0.00240460582852613 0.00140712374536558 0.00097433869963959 0.000714567915030018 0.00111205780676939 0.00101960742077299 0.00118911608253145 0.000225462179471724 0.00198690617574549 0.00135244404645425 0.00126767728344815 0.00232635145819486
"8" 0.00585090078210874 0.00864869402948 0.0448873939777216 0.00765236682736184 0.0383660757613455 0.00412707781946421 0.00932807742039334 0.018549972114909 0.00290187484698504 0.00323114445927 0.0881106718332942 0.0117732547550056 0.00356870998695124 0.00323962559535773
"9" 0.00970668661908027 0.0026879756307731 0.00841770798986352 0.0135898926178945 0.00234829454210022 0.00955946389547367 0.0103288635278195 0.00241907175719314 0.00110763922644516 0.00239496213579562 0.0263853247619011 0.0021144184908233 0.00181801876490269 0.00352466455435275
"10" 0.010013996384953 0.00229147960841123 0.00743435619580612 0.00827152757153815 0.00343080752696892 0.00655961394079175 0.00847853324109256 0.0250397320739673 0.0028992816938403 0.0014490781113758 0.0351264263023615 0.00353022868555945 0.0025152681782407 0.00587028924961475
"11" 0.00492590978678008 0.000234134596958984 0.000892211501283162 0.00198163953560198 0.000196833418777068 0.000753908256164025 0.00228362468323694 8.73307820879559e-05 0.000763734995912913 0.000422085757554914 0.000413754040356824 0.00304781116732147 0.000698402849483777 5.90525973571342e-05
"12" 0.0049455525136115 0.00556490975528523 0.0120575353062343 0.00797449080813304 0.0180463652152215 0.00260228289652579 0.00714880396383469 0.0098893416946934 0.00118345590622319 0.00271916703180543 0.0128587283165008 0.00386552628014477 0.00726876618770284 0.00116701690210707
"13" 0.0117869328777109 0.0314818728916551 0.06018580305725 0.0165008653349942 0.0329788030382798 0.02518805134985 0.00590507781336332 0.258971764875439 0.00849354718944908 0.0198985092151814 0.0053020133634621 0.0174231290941066 0.00554870138879347 0.333883761308447
"14" 0.0177849623973918 0.0051389644773873 0.00854315600707056 0.0128860922094877 0.00922734063042238 0.00460877257631298 0.018026923998453 0.0144067591957389 0.0022742366639372 0.00754254206966479 0.024610925275735 0.0166494257109647 0.00182835087829722 0.0452385733549299
"15" 0.00664756075827717 0.000782002121972962 0.00265737281610898 0.00323667824140276 0.00124263263088662 0.000725636787245271 0.00187562829726227 0.00769778265916047 0.00119690694748278 0.000728919485648562 0.000219880561456338 0.00255288160224701 0.00068231500951758 0.318417550218876
"16" 0.0145680718431607 0.257742076887644 0.188803966741945 0.0183081071323599 0.435022908680355 0.0794218050785016 0.0258375747868773 0.341876445926685 0.0289341569920278 0.0851704656341575 0.0112965199864861 0.0138960007810449 0.0156217173967432 0.0764892532904738
"17" 0.00782845024392824 0.00070849917932365 0.000347633892310801 0.0055967944467344 0.000521288393314601 0.00403378949619428 0.00445692917179943 0.000128896740565299 0.000855044780209725 0.00171864538888412 0.003925038037884 0.01630542315959 0.0030455695968578 0.000243319459323657
"18" 0.00279708691191178 0.000425186474723523 0.000325131346638492 0.00344113779598513 0.000236891763277137 0.00205122885404758 0.00205697994247147 0.000292095511604645 0.00102319974120253 0.00134283223839792 0.0023469153175348 0.00883310470344075 0.00166718517163914 0.000124573614466966
"19" 0.00152995993009181 4.98680371871996e-05 4.24335818106468e-05 0.000568014528500556 6.7595954294431e-05 0.00013976686280097 0.000945446460484586 2.69267447978162e-05 0.000236813177149973 0.000489733512355075 0.000191060837532897 0.00491557153822024 0.000355974964863591 4.72600016687395e-05
"20" 0.00542494789661944 0.000632334530118853 0.000516305633623826 0.00445728521759486 0.000317483544001348 0.00179539245366114 0.00586739220131632 0.000106580770036192 0.000916368259402651 0.00196705968411832 0.00245251817054199 0.00902320403345144 0.00608444539920764 8.0876204563098e-05
"21" 0.00383934289583097 0.000191772068090864 0.000110201810811223 0.0022201261163439 0.000146366921256718 0.000544121815627832 0.00239741582797526 8.17359684772684e-05 0.000826919448666975 0.00123849144973272 0.00377734388517335 0.0166583135477804 0.00150354442806356 6.63858120804583e-05
"22" 0.0033389248949529 0.000231876973200021 0.000207582609750355 0.00233421168547883 0.000144304880897005 0.000799492526159697 0.00215169984179545 0.000124852916162653 0.000267415419159366 0.00182207732987324 0.000367288720328893 0.0114018016151245 0.00316339304818873 0.00020205722084773
"23" 0.00193965911553388 5.79600195522957e-05 0.00018022253098145 0.000661901344414676 5.08365097749396e-05 0.000165915827367265 0.00128830457775929 2.90258615279342e-05 0.000349158224657716 0.000389293171640106 0.000661290138071358 0.00542581969109169 6.30252621279845e-05 5.34188829007216e-05
"24" 0.00731310147893678 0.000297631481592485 0.000238267798260736 0.0033567905759172 0.00014549637338222 0.000809490582127562 0.00518033067331001 0.000230805477983167 0.000820566577844682 0.001488455158357 0.00505696678270691 0.019803909592058 0.00127939322797065 0.000100648612470242
"25" 0.00357413512879531 0.0006777372350703 0.000170107336017754 0.00205413459348727 0.000588900043644295 0.000514710390151816 0.00254713832058345 0.000104301008384182 0.000680354195959518 0.000738653312373739 0.00207060080913296 0.00232290649631795 0.000345135929549771 3.75650264867377e-05
"26" 0.00642746006091691 0.000188610538834758 0.000388351914346128 0.00232087046814726 0.000257716429264032 0.000536162976231966 0.0035402895490218 0.00032515004252862 0.000291153763863609 0.000690281388516577 0.00678562363132948 0.00262447969682991 0.00128242577374969 0.000189375798481573
"27" 0.000882676305441456 3.54824084458779e-05 3.28475745365971e-05 0.00037918057551925 7.01907502637785e-05 0.000141494323889659 0.000314320438435552 1.91048511930844e-05 0.000312359162322435 0.00023846827239026 0.000619911506081594 0.00196500551837484 0.000507623890353588 6.39000484353512e-05
"28" 0.00331194414609931 0.000567583094380967 0.000154679646344372 0.00216452463979658 0.000423996521267303 0.00185225624858481 0.00258744376081403 0.000370064932523411 0.000269399458904565 0.000660701050836327 0.00802705966656256 0.00318650364258605 0.00108197193102812 0.000157899032918614
"29" 0.00491864691888805 0.000669601638306337 0.000258750324351168 0.00371897171928774 0.000163397932231708 0.000528450661847562 0.00438288933783867 0.000120905995970519 0.000698768750400926 0.000316356958731723 0.00506845784885225 0.0220709497807564 0.00245748158834217 4.87840117744935e-05
"30" 0.00556256167870973 0.00032711223462742 0.000395676572849671 0.00252797404183953 0.000188038210813631 0.000803461888048166 0.00482442102114308 6.54299669336123e-05 0.000701257405652131 0.00216533389044979 0.00366448432440562 0.0138360180483927 0.00135725290840327 0.000153375021203397
"31" 0.00136158408271919 4.50029618220707e-05 1.03871028532391e-05 0.000398683512029082 5.40362184903772e-05 0.000121529059514364 0.000939867463734614 1.9573417104251e-05 8.40803270548762e-05 0.000918294254867448 0.000601180472226326 0.00548802315145015 0.000213203696702299 2.57875467348049e-05
"32" 0.010975215639034 0.0010432373450319 0.000347148441492567 0.0077394780712192 0.000243817367996836 0.00160337684054707 0.00963894840711344 0.000168726001410671 0.00111493841306529 0.00208959144594587 0.0135577290293998 0.0271508786233081 0.00781085091141118 0.000267230512554382
"33" 0.0155222401730761 0.00471046278416043 0.00486706685605187 0.0203299169273989 0.0034350638424667 0.00416603116696325 0.0108416403851138 0.00136790196583553 0.00236283598919188 0.00467854119841295 0.00505705024470691 0.0554835416216231 0.00705359764171861 0.0157634101530637
"34" 0.0168643243000339 0.0077055636769555 0.00524943631308188 0.0125858650516988 0.00620001541505947 0.00732358489869245 0.024225952192359 0.00196342211058735 0.00229148393047943 0.0249762561510976 0.00234191612148945 0.0174739019302496 0.00115532058667778 0.00121493438737799
"35" 0.0150802214627507 0.046181852066515 0.013019985315525 0.140633785584404 0.00618293101183404 0.0321884038258137 0.0203024408296582 0.000702930371761392 0.00780544864883901 0.00691110891321983 0.00247613229801148 0.00771341230344248 0.00430819040312384 0.00222754056693685
"36" 0.0301256153446171 0.00979517262966135 0.00615621277751885 0.0152487635185349 0.00769983093279295 0.0100630507008776 0.0224008940444774 0.00250772109609097 0.00455984447820605 0.0132478295524827 0.00698537088033957 0.0219896717980998 0.00476717624319163 0.00232619294212912
"37" 0.017250274491158 0.0023167550180596 0.00376117335066708 0.0151386144184087 0.00169161755041512 0.0037551023485832 0.00998318900199951 0.000907688410990863 0.00190859093685814 0.0519579224191159 0.011809760969835 0.0118377871974653 0.00177490485137588 0.0366140866274658
"38" 0.0250902597330226 0.00405927386973596 0.00664382240632547 0.0155539321053248 0.00274780653694059 0.00312355074082724 0.0194343767150317 0.00220279990566597 0.00396777294991029 0.0783197834604702 0.0525152825098525 0.00249109625620197 0.0054359681194378 0.00027078261418399
"39" 0.00868899944439976 0.0157851319854102 0.0094715933278099 0.0701072015940102 0.00249462331639188 0.0308683335960092 0.00971173875860253 0.000591946436778997 0.00312207159300088 0.01699018647584 0.00322892769750521 0.00698522460328492 0.00460601874498712 0.00127656739327648
"40" 0.0276056182966538 0.00488305598530077 0.00983726048145409 0.0208443861430432 0.00383219527782696 0.00454597056849579 0.0122172806445897 0.00254107581447825 0.00261599423903613 0.0617763834753624 0.0396905483593942 0.00735709443984786 0.00321120282877555 0.00122197632877838
"41" 0.0187324453832675 0.0065630378615672 0.00361386724788926 0.0151912585636989 0.00517493073817371 0.0057095012953662 0.0127648576737722 0.00115448152460712 0.00273160037237014 0.00349303631289248 0.041632625754089 0.00639679234371312 0.00935634545079612 0.0113072549018697
"42" 0.0329798899236858 0.0309901746800901 0.00902990736919311 0.0182464884383244 0.0238452510456701 0.0199759069468097 0.0513791131052443 0.00556684838966248 0.00375273469447819 0.0197433165809614 0.0122350451574678 0.00462609724945245 0.0166964879032096 0.0001314549393008
"43" 0.00952865736383501 0.0643341343463396 0.00922420356462418 0.0908779738101036 0.0276764752041803 0.0518013860295876 0.0741888186153436 0.00204662440235061 0.00616571356937423 0.00171091888442655 0.00327863641638573 0.0246377695469216 0.0323343512645295 0.00119186093295401
"44" 0.0348832929645353 0.0268157113702618 0.0103831172514751 0.017758356108992 0.0205972839749849 0.0207806517543739 0.0302052167554816 0.00224814230488493 0.00179523753546368 0.00317203405596377 0.0318527495917208 0.00156053762010577 0.0263716666486334 0.000150440050983366
"45" 0.013072337392553 0.00757515089589515 0.00240343433458873 0.0154852069951091 0.00290242743343751 0.00274526435404405 0.00678113672285603 0.00133201814186702 0.0020217422793491 0.0653815711147043 0.00810221045296254 0.0115205664650514 0.00366925826056976 0.0364543980712274
"46" 0.0209701495836026 0.0248406557340134 0.00901811024212492 0.0177156984665962 0.0126773283066157 0.00565121261045936 0.0352132752683058 0.00358401474573189 0.00541999752900475 0.153396640474468 0.0107673992173818 0.00458559555545374 0.0142946327100399 0.000133887309625883
"47" 0.0127494930846852 0.116956261216646 0.00859141509881587 0.0513637788293561 0.013010438349037 0.0137468402618448 0.104641980892876 0.00531416419424056 0.0134416114477363 0.0397146768344842 0.0195301992762422 0.00802180160382819 0.0114417933091829 0.00204749866320557
"48" 0.0259562157585234 0.0451889879847524 0.0128012759670545 0.0164709460446376 0.024599644943114 0.00903893924445635 0.0163680159022373 0.00811321959520524 0.0165535102253385 0.0834654385118793 0.00567393358173067 0.00757991204477312 0.0128776125297138 0.000139780296819048
"49" 0.00940320941201781 0.00181846387101721 0.00402005807774053 0.00573328001836236 0.00057301405423854 0.00305940059550634 0.00581315765601434 0.00190397473635455 0.0356570352257444 0.00517613445920949 0.00813359540942503 0.00970499165022341 0.00223791832955225 0.000215264822829132
"50" 0.0124905433543823 0.000804089934949796 0.013642364920594 0.00696556167299688 0.000411432349605628 0.0030059444500025 0.00416305467374036 0.00318662835672214 0.0318430432682489 0.00221878536192789 0.0148234188764565 0.00439451501348584 0.00185200559919757 0.000169235885178583
"51" 0.00824230260457312 0.00036285317710112 0.00123009128026161 0.00448941295620628 0.0002490967696581 0.00173034448568896 0.00463574030390242 0.000660449904293088 0.00433421501257024 0.00359655542851733 0.00576168504420528 0.00337239833978349 0.00284826499256719 0.000160199906352066
"52" 0.0213105756116838 0.0117402752920908 0.0717767269598036 0.0292756742126713 0.0141749916517749 0.0351572742073953 0.0255942955554411 0.0221637936906852 0.0496130291396078 0.00691098637189406 0.0128540108833021 0.0476236609802223 0.0037083685908715 0.00037385509066041
"53" 0.00534239129983976 0.00027695108147602 0.000673175995345079 0.00222903431838358 0.000159747078187367 0.0021286749173492 0.00217837694678273 0.00121612355995871 0.00265444131630259 0.00123679061503359 0.0211712719184386 0.0219887021112096 0.00497099656817954 0.000317266974836884
"54" 0.00640301066176476 0.000418879618392387 0.00279159772691936 0.00218290815455757 0.000880993678782233 0.00228054715114937 0.00430756293282134 0.000614976306505402 0.000621557785951419 0.00154763408776908 0.02731911580743 0.0220606301754135 0.0138578168631317 0.000141907106357913
"55" 0.00693648541855313 0.000467919678599701 0.000900188120613319 0.00331344548260368 0.000243215441972125 0.000766842246270011 0.00248838530564185 0.00100382247105333 0.0016766136260547 0.00180656830462088 0.0214523889053002 0.0402171846559558 0.00387524229990829 0.000246237299740317
"56" 0.00533619514576118 0.00105489138911145 0.00335316785685668 0.00382187264743271 0.0011741257260244 0.00478921130891366 0.00400987594027279 0.00210910441016432 0.00334191892229492 0.00196343997466432 0.0735738330854907 0.0236354442373868 0.0175430193744472 0.000460321644647702
"57" 0.00197024365267827 0.000331415001495049 0.00190231516704291 0.00169862531541259 0.000188893635090394 0.00096770263560388 0.00251177891054595 0.00154636609790061 0.00241985696171778 0.000925494506240425 0.00420110149919524 0.00582009268232797 0.00175769326155062 0.000273731615485016
"58" 0.00773749122902666 0.000290382333799876 0.00688938564485282 0.002052973213185 0.000649988248649521 0.00111919864166962 0.00149245895469601 0.00335296207575771 0.00312754912316577 0.00103975561072743 0.00420292514717067 0.00386850414424416 0.00409033700615994 0.00031824731533806
"59" 0.00468575292434247 0.000186383761749233 0.00193027891615182 0.0014682929117744 0.000313402880949468 0.000482590433938679 0.00249945341543721 0.000539585718329903 0.000869628967681083 0.00131918780446779 0.00362750494814276 0.00808759906778049 0.00161996758658644 0.000119027016444554
"60" 0.00468309142579067 0.001295103353818 0.0128149995877592 0.00238807729624746 0.000579788653162869 0.00304399468317201 0.00260169609204937 0.00687477669595284 0.0117769764636208 0.000692960467491561 0.00565326784010005 0.00147890854157133 0.00484275279479357 0.000727982263783311
"61" 0.0123486652555985 0.00292835292497807 0.00996265158325051 0.00882219985578896 0.00300155296795057 0.0138184801026957 0.00709227913006896 0.00892578842626951 0.0173365409855978 0.00469445963674633 0.0107460611521557 0.0184581167014565 0.00273006604615248 0.00229357875931564
"62" 0.00877109818201692 0.000701926478208156 0.00247466418137113 0.00203886178572052 0.00104517650876869 0.0012221799022146 0.00211679229710481 0.000761366633447982 0.0109588047353463 0.00261549621252908 0.00473043149647468 0.00698424717863527 0.00132977318003252 0.000224179383212792
"63" 0.00621029332470236 0.000335983530432878 0.000565804888015597 0.00184282823169764 0.000689910960930447 0.00105552245526566 0.00102089158816554 0.00378194247212571 0.00134574588106941 0.000517922095317886 0.00387197595452448 0.00881052901083664 0.00244768751254234 0.000741770135367468
"64" 0.00654452282093033 0.00490272451083907 0.00483127101989216 0.00732383405202556 0.00592417807349651 0.0104300098368316 0.00986194918444548 0.0069698058173539 0.0575112144921974 0.00736990055634948 0.00568452400838229 0.00167146897551881 0.00212963083441356 0.000508383568197773
"65" 0.0229736168108831 0.00834972958657685 0.0182225378596284 0.0165677294597978 0.00697155483240284 0.0198667441228226 0.0188440752206308 0.00521479296601786 0.0826450270518671 0.00617868404863941 0.00295052830401288 0.0102168087733914 0.0120909523203303 0.000299841243488636
"66" 0.0103253718188515 0.00414113738507261 0.00907955457303494 0.00626553425341458 0.00610115029759325 0.00871226649236819 0.00750518659583843 0.00322795502350425 0.0391411201891471 0.00146128989968404 0.00186297271715431 0.00306408761199486 0.00587715705820124 0.000148825793972971
"67" 0.0190093540569646 0.00283922552593699 0.016943033887876 0.00999191002373883 0.00533798536679687 0.00686054987785096 0.014627618229773 0.00855587489051188 0.006919701750905 0.00474742201405003 0.0026124974903906 0.00546029118879354 0.00299037434232827 0.000610604240688731
"68" 0.0235811933526042 0.00518321416000368 0.0127789875253921 0.0169525880883504 0.0051048664005243 0.00633516684750191 0.0137730442378155 0.00568142006493223 0.164371624369164 0.00784344814034577 0.00541899845598621 0.00276751734129813 0.0202718084698578 0.000235211867934782
"69" 0.00906868571259319 0.00116184098279208 0.0119714886529815 0.00636588268607414 0.00194151236141663 0.00296853178160916 0.00368500015818843 0.00259925753895609 0.00379304395856125 0.00306279194738799 0.0113778724101918 0.00229471831732909 0.00209791453779439 0.000154627505182636
"70" 0.010677522507103 0.00155432991024087 0.00978328880945162 0.00550552778000688 0.00347142435561397 0.00632287692297572 0.00488892859902281 0.00226580111408942 0.00175156532339007 0.00129996062663884 0.0131402593856024 0.00395531634885375 0.032537690560801 0.000146081725298389
"71" 0.0049520764116048 0.00108266048760741 0.0146277873497835 0.00702186594295207 0.00311687204686488 0.0038507615061922 0.00532478854960248 0.00331748907837822 0.00107113669244292 0.00132444705053902 0.0118207090903018 0.0102808040663917 0.0102263613525621 0.000150462619689685
"72" 0.00655814698077979 0.0014534503959109 0.0192489869472935 0.00589663772157707 0.00226211300004012 0.00580973015118387 0.0050109821995099 0.00474692720659948 0.00185446733850016 0.00337815337097205 0.0171917038315686 0.00357824715034043 0.0350260320845738 0.000163439824179005
"73" 0.0064359465314664 0.0176219268868164 0.0127393649132335 0.00861827894792328 0.0138294306865435 0.0363743565907925 0.0160253836901666 0.0024316491372068 0.00366402493924424 0.00722657008849147 0.0013041916930963 0.0019659628794853 0.0081460240549375 0.00017140656212447
"74" 0.0114125603131941 0.0100098514327457 0.00606969548274699 0.00512731518527978 0.0153620525467299 0.0205783371254741 0.0124001525246763 0.00273773723835453 0.00310650851662601 0.00226518762726052 0.00710960830411417 0.00129071244007104 0.0259319928771226 0.000135451876613749
"75" 0.00782998890578847 0.00459248006580361 0.0127299289447 0.00589148620253733 0.00878449523387771 0.0124815993306292 0.00744106581226145 0.00353347592400027 0.00295674421973756 0.00110800982002042 0.000858991701636656 0.00393914395162515 0.00737556878847325 0.000144828657547873
"76" 0.0132111573654874 0.0201477797294502 0.0105699462609989 0.00847970477269765 0.0172865623195701 0.0349359423918202 0.0210322601071549 0.00216680622420104 0.0200808354180156 0.0202258483468658 0.001220762339352 0.0108956472985346 0.00680653202184538 0.000152534376067502
"77" 0.0105038488681363 0.00789919170413458 0.0169987694058205 0.00801157475138352 0.00953218624124509 0.0189058494816127 0.0117453581529442 0.00564833421335546 0.0123128252300772 0.00700858493913741 0.0021325981939012 0.00502269082066083 0.00879213882032238 0.000318737242809893
"78" 0.0125514572746805 0.00946241399655797 0.0167597020133725 0.00680298318287194 0.0141965174213596 0.0264614360252335 0.0196119016032524 0.00647906233358883 0.00672930367761163 0.0029968905304545 0.00377298742695191 0.0015695781981345 0.00386720428027917 0.000177915248462985
"79" 0.00625179780424237 0.002970339694996 0.0151153165387459 0.00360149473767137 0.00702379079112492 0.0129493142477649 0.01030553631271 0.00496822833920109 0.00140524825622973 0.00371711745795979 0.00236359020486451 0.00784470072452974 0.00158133988019926 0.00015027841462437
"80" 0.0128287658965364 0.00729295631769804 0.0199208052091363 0.00904734463417241 0.0113911240158938 0.0130292872918574 0.0136579621706945 0.00755489945060561 0.104477875347421 0.00648179229011657 0.00438081182548456 0.00446709513829295 0.00610075361580129 0.00127376175934652
"81" 0.00540547697972127 0.00152788849765304 0.00251923582225346 0.00154336842465324 0.0010998462504711 0.00591827187130426 0.00253227099909511 0.00693223462200924 0.00621989710820493 0.00229360785233843 0.00268097886289647 0.00690902241370957 0.00188359570516456 0.00238815121697493
